Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Dementia	C0497327	PSMD2	5708	Q13200	proteasome 26S subunit, non-ATPase 2	Enzyme modulator	64	0.612	0.692	1.0	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	PPP1R2C	80316	O14990	PPP1R2C family member C	Enzyme modulator	231	0.478	0.846		0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	PSPH	5723	P78330	phosphoserine phosphatase	Enzyme	114	0.57	0.808	0.00096703	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	FMN2	56776	Q9NZ56	formin 2		88	0.61	0.538	0.99772	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	INTS11	54973	Q5TA45	integrator complex subunit 11	Enzyme	9	0.805	0.192	5.991e-14	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	ATG5	9474	Q9H1Y0	autophagy related 5	Transporter	282	0.462	0.885	0.97758	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	MARCHF1	55016	Q8TCQ1	membrane associated ring-CH-type finger 1		126	0.54	0.808	0.0086782	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	SLC52A1	55065	Q9NWF4	solute carrier family 52 member 1	Transporter	160	0.526	0.769	3.5163e-06	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	FHL5	9457	Q5TD97	four and a half LIM domains 5	Transcription factor	153	0.53	0.769	4.8464e-10	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	ADI1	55256	Q9BV57	acireductone dioxygenase 1	Enzyme	36	0.674	0.654	3.1509e-05	0.01		1.0	1	0	2004.0	2004.0
Dementia	C0497327	GRAP2	9402	O75791	GRB2 related adaptor protein 2		538	0.394	0.923	0.00015256	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	LIPG	9388	Q9Y5X9	lipase G, endothelial type	Enzyme	62	0.633	0.615	1.0165e-10	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PPP3CA	5530	Q08209	protein phosphatase 3 catalytic subunit alpha		149	0.568	0.769	0.99988	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	PREP	5550	P48147	prolyl endopeptidase	Enzyme	105	0.576	0.731	0.08025	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	ACY1	95	Q03154	aminoacylase 1		62	0.653	0.577	6.9169e-09	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CD38	952	P28907	CD38 molecule	Enzyme	473	0.407	0.885	2.3129e-06	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	DYM	54808	Q7RTS9	dymeclin		155	0.563	0.769	3.5939e-13	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CCS	9973	O14618	copper chaperone for superoxide dismutase	Enzyme	56	0.628	0.423	8.6291e-08	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	RBM8A	9939	Q9Y5S9	RNA binding motif protein 8A		99	0.604	0.692	0.57268	0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	ATR	545	Q13535	ATR serine/threonine kinase	Kinase	321	0.456	0.923	3.5177e-09	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	LRRC37A	9884	A6NMS7	leucine rich repeat containing 37A	Receptor	9	0.805	0.192	0.00054349	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	PPARA	5465	Q07869	peroxisome proliferator activated receptor alpha	Nuclear receptor	408	0.432	0.885	0.030182	0.01		1.0	1	1	2010.0	2010.0
Dementia	C0497327	RAPGEF5	9771	Q92565	Rap guanine nucleotide exchange factor 5	Enzyme modulator	151	0.524	0.769	0.98099	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	ABCG1	9619	P45844	ATP binding cassette subfamily G member 1	Transporter	118	0.56	0.692	0.11182	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CYTIP	9595	O60759	cytohesin 1 interacting protein		29	0.711	0.423	0.0021191	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	H6PD	9563	O95479	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	Enzyme	64	0.619	0.654	8.5874e-09	0.01		0.0	1	1	2007.0	2007.0
Dementia	C0497327	CCL4L2	9560	P13236;Q8NHW4	C-C motif chemokine ligand 4 like 2		133	0.535	0.885	0.088586	0.01		1.0	1	0	1996.0	1996.0
Dementia	C0497327	TAOK2	9344	Q9UL54	TAO kinase 2	Kinase	26	0.736	0.231	0.99976	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	CD14	929	P08571	CD14 molecule		551	0.392	0.885	4.8813e-05	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	ATF7IP	55729	Q6VMQ6	activating transcription factor 7 interacting protein		145	0.543	0.769	0.99993	0.01		1.0	1	0	2001.0	2001.0
Dementia	C0497327	HGS	9146	O14964	hepatocyte growth factor-regulated tyrosine kinase substrate		74	0.597	0.808	0.0063571	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	KLK10	5655	O43240	kallikrein related peptidase 10	Enzyme	70	0.608	0.538	4.3662e-07	0.01		1.0	1	0	2004.0	2004.0
Dementia	C0497327	CCT	907		cataract, congenital, total		75	0.588	0.769		0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	F2RL3	9002	Q96RI0	F2R like thrombin or trypsin receptor 3	G-protein coupled receptor	133	0.539	0.769	4.1298e-05	0.01		1.0	1	0	1999.0	1999.0
Dementia	C0497327	ASAH2	56624	Q9NR71	N-acylsphingosine amidohydrolase 2		26	0.716	0.538	0.0042718	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	WASF1	8936	Q92558	WASP family member 1	Cellular structure	132	0.547	0.808	0.99757	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	SYNJ1	8867	O43426	synaptojanin 1	Enzyme	128	0.576	0.577	0.42709	0.01		1.0	1	0	2016.0	2016.0
Dementia	C0497327	NR1I2	8856	O75469	nuclear receptor subfamily 1 group I member 2	Nuclear receptor	462	0.418	0.846	7.2668e-09	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	CBS	875	P0DN79;P35520	cystathionine beta-synthase	Enzyme	295	0.465	0.885	3.0799e-05	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	PSG2	5670	P11465	pregnancy specific beta-1-glycoprotein 2		210	0.492	0.731	1.382e-30	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	ATPAF2	91647	Q8N5M1	ATP synthase mitochondrial F1 complex assembly factor 2		29	0.729	0.423	2.2116e-09	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	KLK7	5650	P49862	kallikrein related peptidase 7	Enzyme	62	0.61	0.615	0.0006467	0.01		1.0	1	0	2004.0	2004.0
Dementia	C0497327	ARHGEF2	9181	Q92974	Rho/Rac guanine nucleotide exchange factor 2		205	0.502	0.769	1.0	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	PRKAR1B	5575	P31321	protein kinase cAMP-dependent type I regulatory subunit beta		45	0.716	0.385	0.17935	0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	LGI1	9211	O95970	leucine rich glioma inactivated 1		118	0.568	0.731	0.99914	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	MBD5	55777	Q9P267	methyl-CpG binding domain protein 5		120	0.581	0.808	1.0	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CD4	920	P01730	CD4 molecule		73	0.604	0.654	0.00078914	0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	PRKCB	5579	P05771	protein kinase C beta	Kinase	317	0.453	0.885	1.0	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	USE1	55850	Q9NZ43	unconventional SNARE in the ER 1		89	0.592	0.769	2.0712e-05	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	MAPK1	5594	P28482	mitogen-activated protein kinase 1	Kinase	1059	0.33	0.923	0.99698	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	MAPK3	5595	P27361	mitogen-activated protein kinase 3	Kinase	647	0.379	0.885	0.036884	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	SLC33A1	9197	O00400	solute carrier family 33 member 1	Transporter	170	0.529	0.769	9.8902e-05	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	PSPN	5623	O60542	persephin	Signaling	70	0.608	0.769	0.00011172	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	RETN	56729	Q9HD89	resistin		302	0.454	0.808	0.036545	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	DHX40	79665	Q8IX18	DEAH-box helicase 40	Enzyme	64	0.608	0.769	0.7556	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	TLR2	7097	O60603	toll like receptor 2		749	0.361	0.923	1.0152e-06	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	TBCA	6902	O75347	tubulin folding cofactor A	Chaperone	43	0.682	0.538	0.16004	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	TAC1	6863	P20366	tachykinin precursor 1		478	0.424	0.923	0.74608	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	SELE	6401	P16581	selectin E		327	0.447	0.808	7.9058e-10	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	SYP	6855	P08247	synaptophysin	Transporter	243	0.481	0.808	0.91549	0.01		1.0	1	0	1999.0	1999.0
Dementia	C0497327	SULT1A1	6817	P50225	sulfotransferase family 1A member 1		122	0.554	0.769	3.039e-11	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	STXBP3	6814	O00186	syntaxin binding protein 3	Transporter	69	0.61	0.769	5.1597e-05	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	SELP	6403	P16109	selectin P		293	0.46	0.769	5.0448e-32	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	STC1	6781	P52823	stanniocalcin 1	Signaling	137	0.532	0.731	0.20364	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CLSTN2	64084	Q9H4D0	calsyntenin 2	Calcium-binding protein	25	0.716	0.423	3.5246e-06	0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	ABCG4	64137	Q9H172	ATP binding cassette subfamily G member 4	Transporter	19	0.751	0.346	3.8043e-07	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	SEL1L	6400	Q9UBV2	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase		60	0.628	0.654	0.98233	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	TCEA1	6917	P23193	transcription elongation factor A1	Nucleic acid binding	34	0.695	0.615	0.89541	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	TFAM	7019	Q00059	transcription factor A, mitochondrial		147	0.529	0.731	0.17259	0.01		1.0	1	1	2013.0	2013.0
Dementia	C0497327	TIMP4	7079	Q99727	TIMP metallopeptidase inhibitor 4	Enzyme modulator	108	0.559	0.769	0.00038342	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	TIMP2	7077	P16035	TIMP metallopeptidase inhibitor 2	Enzyme modulator	404	0.425	0.846	0.78893	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	THOP1	7064	P52888	thimet oligopeptidase 1	Enzyme	91	0.573	0.846	0.0001213	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	TSPO	706	P30536	translocator protein		341	0.444	0.885	0.00027398	0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	CCL3	6348	P10147	C-C motif chemokine ligand 3	Signaling	282	0.46	0.885	0.34981	0.01		1.0	1	0	1996.0	1996.0
Dementia	C0497327	TGFB2	7042	P61812	transforming growth factor beta 2	Signaling	389	0.433	0.885	0.99905	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CCL11	6356	P51671	C-C motif chemokine ligand 11	Signaling	250	0.473	0.885	0.010211	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CCL21	6366	O00585	C-C motif chemokine ligand 21	Signaling	186	0.502	0.769	0.036239	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CX3CL1	6376	P78423	C-X3-C motif chemokine ligand 1	Signaling	243	0.478	0.808	0.60837	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	TFPI	7035	P10646	tissue factor pathway inhibitor	Enzyme modulator	230	0.486	0.808	0.2477	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	POTEM	641455	A6NI47	POTE ankyrin domain family member M		133	0.541	0.769	0.00031637	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	STAT1	6772	P42224	signal transducer and activator of transcription 1	Nucleic acid binding	531	0.399	0.885	0.99999	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	ST13	6767	P50502	ST13 Hsp70 interacting protein		81	0.584	0.692	0.66074	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	SOD2	6648	P04179	superoxide dismutase 2	Enzyme	668	0.379	0.923	0.15499	0.01		1.0	1	0	2007.0	2007.0
Dementia	C0497327	SNTA1	6640	Q13424	syntrophin alpha 1		45	0.678	0.308	0.0056417	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	SMPD1	6609	P17405	sphingomyelin phosphodiesterase 1	Enzyme	247	0.499	0.885	3.8932e-10	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	SMARCA1	6594	P28370	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	Enzyme	183	0.504	0.808	1.0	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CIAO3	64428	Q9H6Q4	cytosolic iron-sulfur assembly component 3	Enzyme	30	0.7	0.462	1.8864e-09	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CSMD1	64478	Q96PZ7	CUB and Sushi multiple domains 1		90	0.61	0.5	1.0	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	FAM72B	653820	Q86X60	family with sequence similarity 72 member B		26	0.705	0.385	0.0013854	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	UBE2Z	65264	Q9H832	ubiquitin conjugating enzyme E2 Z		82	0.601	0.654	0.93838	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	LINC00273	649159		long intergenic non-protein coding RNA 273		82	0.585	0.846		0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	SLC5A2	6524	P31639	solute carrier family 5 member 2	Transporter	214	0.499	0.769	4.9184e-14	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	SORD	6652	Q00796	sorbitol dehydrogenase	Enzyme	113	0.552	0.769	4.4938e-08	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	DST	667	Q03001	dystonin	Cellular structure	147	0.552	0.846	1.0	0.01		1.0	1	1	2018.0	2018.0
Dementia	C0497327	SPP1	6696	P10451	secreted phosphoprotein 1		824	0.353	0.885	2.146e-06	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	SET	6418	Q01105	SET nuclear proto-oncogene	Enzyme modulator	183	0.507	0.808	0.99597	0.01		0.0	1	0	2015.0	2015.0
Dementia	C0497327	SST	6750	P61278	somatostatin	Signaling	535	0.399	0.885	0.34128	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	SFPQ	6421	P23246	splicing factor proline and glutamine rich	Nucleic acid binding	75	0.593	0.654	0.99992	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	BRCA2	675	P51587	BRCA2 DNA repair associated	Nucleic acid binding	656	0.379	0.846	2.3581e-25	0.01		1.0	1	0	1990.0	1990.0
Dementia	C0497327	ROBO3	64221	Q96MS0	roundabout guidance receptor 3	Receptor	154	0.52	0.808	1.9977e-15	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	SRSF5	6430	Q13243	serine and arginine rich splicing factor 5	Nucleic acid binding	74	0.604	0.808	0.69255	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	LOC643387	643387		TAR DNA binding protein pseudogene		6	0.839	0.115		0.01		1.0	1	0	2007.0	2007.0
Dementia	C0497327	HHIP	64399	Q96QV1	hedgehog interacting protein		122	0.55	0.654	0.95436	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	SREBF1	6720	P36956	sterol regulatory element binding transcription factor 1		159	0.518	0.808	0.014708	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	BRCA1	672	P38398	BRCA1 DNA repair associated	Enzyme	747	0.367	0.923	9.2157e-29	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	WNK1	65125	Q9H4A3	WNK lysine deficient protein kinase 1	Kinase	460	0.416	0.846	1.0	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	NTT	7956		Noncoding transcript in T cells		16	0.743	0.462		0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CA11	770	O75493	carbonic anhydrase 11		39	0.674	0.385	0.00095695	0.01		1.0	1	0	2002.0	2002.0
Dementia	C0497327	VWF	7450	P04275	von Willebrand factor	Enzyme modulator	498	0.408	0.885	3.2187e-25	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	VLDLR	7436	P98155	very low density lipoprotein receptor		143	0.558	0.692	1.9617e-11	0.01		1.0	1	0	2001.0	2001.0
Dementia	C0497327	UROD	7389	P06132	uroporphyrinogen decarboxylase		166	0.521	0.769	1.2563e-08	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	NR1H2	7376	P55055	nuclear receptor subfamily 1 group H member 2	Nuclear receptor	134	0.533	0.769	0.37506	0.01		1.0	1	1	2017.0	2017.0
Dementia	C0497327	UGCG	7357	Q16739	UDP-glucose ceramide glucosyltransferase	Enzyme	111	0.56	0.808	0.94147	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	UCHL1	7345	P09936	ubiquitin C-terminal hydrolase L1	Enzyme	260	0.482	0.885	0.99095	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	HAMP	57817	P81172	hepcidin antimicrobial peptide		377	0.433	0.846	0.0081797	0.01		0.0	1	0	2019.0	2019.0
Dementia	C0497327	BAX	581	Q07812	BCL2 associated X, apoptosis regulator	Signaling	420	0.417	0.885	0.31746	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	UBE2H	7328	P62256	ubiquitin conjugating enzyme E2 H		9	0.805	0.269	0.94063	0.01		1.0	1	0	2011.0	2011.0
Dementia	C0497327	KIDINS220	57498	Q9ULH0	kinase D interacting substrate 220		145	0.534	0.769	0.073562	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	PTK2	5747	Q05397	protein tyrosine kinase 2	Kinase	205	0.497	0.808	0.99987	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PLEKHG5	57449	O94827	pleckstrin homology and RhoGEF domain containing G5		50	0.674	0.385	3.3605e-06	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PTH	5741	P01270	parathyroid hormone		528	0.397	0.846	0.012093	0.01		0.0	1	0	2017.0	2017.0
Dementia	C0497327	TFEB	7942	P19484	transcription factor EB		150	0.527	0.731	0.89931	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	DEK	7913	P35659	DEK proto-oncogene		122	0.542	0.769	0.13065	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	FTO	79068	Q9C0B1	FTO alpha-ketoglutarate dependent dioxygenase		286	0.486	0.885	8.364e-08	0.01		1.0	1	1	2011.0	2011.0
Dementia	C0497327	CXCR4	7852	P61073	C-X-C motif chemokine receptor 4	G-protein coupled receptor	739	0.362	0.923	0.017804	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	PTGS2	5743	P35354	prostaglandin-endoperoxide synthase 2	Enzyme	1234	0.314	0.962	0.99597	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	AD10	780912		Alzheimer disease-10		15	0.743	0.269		0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	LRP8	7804	Q14114	LDL receptor related protein 8		55	0.644	0.346	0.99983	0.01		1.0	1	0	2009.0	2009.0
Dementia	C0497327	PTHLH	5744	P12272	parathyroid hormone like hormone		321	0.453	0.846	0.81146	0.01		1.0	1	0	1996.0	1996.0
Dementia	C0497327	MIR193B	574455		microRNA 193b		117	0.536	0.808		0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	UBB	7314	P0CG47	ubiquitin B	Nucleic acid binding	70	0.599	0.615	0.016904	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	TYRP1	7306	P17643	tyrosinase related protein 1	Enzyme	200	0.507	0.846	6.557e-25	0.01		1.0	1	0	1992.0	1992.0
Dementia	C0497327	TYMS	7298	P04818	thymidylate synthetase	Enzyme	406	0.425	0.846	0.72247	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	HSP90B2P	7190	Q58FF3	heat shock protein 90 beta family member 2, pseudogene	Chaperone	110	0.558	0.846		0.01		1.0	1	0	1993.0	1993.0
Dementia	C0497327	TPO	7173	P07202	thyroid peroxidase	Enzyme	306	0.455	0.846	1.8182e-21	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	TP53	7157	P04637	tumor protein p53	Transcription factor	2494	0.236	0.962	0.53235	0.01		1.0	1	0	2007.0	2007.0
Dementia	C0497327	BRD2	6046	P25440	bromodomain containing 2	Epigenetic regulator	303	0.45	0.808	0.99957	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	TNNI3	7137	P19429	troponin I3, cardiac type	Cellular structure	159	0.52	0.769	0.096284	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CLDN5	7122	O00501	claudin 5	Cell-cell junction	104	0.559	0.769	0.89512	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	RPL29	6159	P47914	ribosomal protein L29	Nucleic acid binding	48	0.644	0.462	0.19534	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	SERPING1	710	P05155	serpin family G member 1	Enzyme modulator	207	0.507	0.769	0.96351	0.01		1.0	1	0	2000.0	2000.0
Dementia	C0497327	ACTG1	71	P63261	actin gamma 1	Cellular structure	291	0.477	0.846	0.0047837	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	ATXN1	6310	P54253	ataxin 1		218	0.534	0.769	0.97498	0.01		1.0	1	0	1994.0	1994.0
Dementia	C0497327	BCL2A1	597	Q16548	BCL2 related protein A1	Signaling	150	0.529	0.731	0.20785	0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	REG1A	5967	P05451	regenerating family member 1 alpha		264	0.467	0.846	1.3499e-05	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	ACTG2	72	P63267	actin gamma 2, smooth muscle	Cellular structure	205	0.505	0.808	0.071036	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	FAM72A	729533	Q5TYM5	family with sequence similarity 72 member A		26	0.705	0.462	0.032815	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PZP	5858	P20742	PZP alpha-2-macroglobulin like	Enzyme modulator	24	0.705	0.423	6.8173e-36	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	BPIFA2	140683	Q96DR5	BPI fold containing family A member 2		80	0.608	0.808	8.0124e-07	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	TSC2	7249	P49815	TSC complex subunit 2	Enzyme modulator	410	0.439	0.808	1.0	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	RAP1GDS1	5910	P52306	Rap1 GTPase-GDP dissociation stimulator 1		27	0.7	0.308	0.93288	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	PLAAT4	5920	Q9UL19	phospholipase A and acyltransferase 4		190	0.5	0.808	1.2234e-07	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	ACE2	59272	Q9BYF1	angiotensin I converting enzyme 2	Enzyme	253	0.477	0.769	0.99769	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	NPS	594857	P0C0P6	neuropeptide S		85	0.619	0.615	0.00014091	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	RBP4	5950	P02753	retinol binding protein 4	Transporter	217	0.493	0.808	0.51951	0.01		0.0	1	0	2019.0	2019.0
Dementia	C0497327	RCN1	5954	Q15293	reticulocalbin 1	Calcium-binding protein	30	0.711	0.5	2.8821e-05	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	TLR4	7099	O00206	toll like receptor 4		1174	0.321	0.962	4.6131e-09	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	DIH1	1732		diaphragmatic hernia 1		13	0.769	0.462		0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	F11	2160	P03951	coagulation factor XI	Enzyme	100	0.59	0.692	3.6146e-26	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	FANCD2	2177	Q9BXW9	FA complementation group D2		272	0.479	0.885	1.0974e-30	0.01		1.0	1	0	1990.0	1990.0
Dementia	C0497327	PTK2B	2185	Q14289	protein tyrosine kinase 2 beta	Kinase	319	0.448	0.808	0.93536	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	FANCB	2187	Q8NB91	FA complementation group B		278	0.468	0.769	0.99631	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	GPRC6A	222545	Q5T6X5	G protein-coupled receptor class C group 6 member A	G-protein coupled receptor	173	0.526	0.923	5.5919e-17	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	FDXR	2232	P22570	ferredoxin reductase	Enzyme	103	0.566	0.808	1.1493e-06	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	FASTKD2	22868	Q9NYY8	FAST kinase domains 2		60	0.659	0.731	2.8891e-06	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	SIRT2	22933	Q8IXJ6	sirtuin 2	Epigenetic regulator	172	0.51	0.769	2.3295e-08	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	FOXO3	2309	O43524	forkhead box O3		381	0.431	0.808	0.98806	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	AKR1B1	231	P15121	aldo-keto reductase family 1 member B	Enzyme	220	0.491	0.885	2.0216e-05	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	FLT1	2321	P17948	fms related receptor tyrosine kinase 1	Kinase	424	0.419	0.846	0.99983	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	NBEAL2	23218	Q6ZNJ1	neurobeachin like 2		78	0.617	0.769	0.059764	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PHLPP1	23239	O60346	PH domain and leucine rich repeat protein phosphatase 1	Epigenetic regulator	73	0.597	0.654	0.99927	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	ASTN2	23245	O75129	astrotactin 2		51	0.666	0.462	0.99971	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	TRIM2	23321	Q9C040	tripartite motif containing 2	Enzyme	44	0.686	0.538	0.99603	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	FN1	2335	P02751	fibronectin 1	Signaling	724	0.365	0.962	0.0014045	0.01		1.0	1	0	2009.0	2009.0
Dementia	C0497327	F2RL1	2150	P55085	F2R like trypsin receptor 1	G-protein coupled receptor	256	0.48	0.769	0.00014843	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	EPHX2	2053	P34913	epoxide hydrolase 2	Enzyme	97	0.568	0.654	1.7936e-21	0.01		1.0	1	0	2018.0	2018.0
