Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Because the <span class=""gene"" id=""10861683-3-12-28"">apolipoprotein E</span> (<span class=""gene"" id=""10861683-3-30-34"">ApoE</span>) E4 allele is a risk factor for AD and possibly also for <span class=""disease"" id=""10861683-3-92-100"">dementia</span> of the AD type in DS, DNA samples were also ApoE genotyped."	10861683.0	2000.0
Dementia	C0497327	CYP19A1	1588	0.03	GeneticVariation		BEFREE	"Risk of <span class=""disease"" id=""31321612-0-8-16"">dementia</span> among postmenopausal breast cancer survivors treated with <span class=""gene"" id=""31321612-0-75-84"">aromatase</span> inhibitors versus tamoxifen: a cohort study using primary care data from the UK."	31321612.0	2019.0
Dementia	C0497327	LAMC2	3918	0.1	Biomarker		BEFREE	"To investigate the cognitive profile of healthy individuals with increased Cardiovascular Risk Factors, Aging and <span class=""disease"" id=""29898969-1-114-122"">Dementia</span> (<span class=""disease"" id=""29898969-1-124-129"">CAIDE</span>) <span class=""disease"" id=""29898969-1-131-139"">dementia</span> risk score and to explore whether this association is related to vascular burden and <span class=""gene"" id=""29898969-1-225-228"">CSF</span> biomarkers of amyloidosis and neurodegeneration."	29898969.0	2018.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"Reduced task-associated MTL activation that does <span class=""negexp"">not correlate with either visuospatial perspective or task performance suggests</span> that MTL dysregulation occurs prior to clinical symptoms of <span class=""disease"" id=""17350142-7-189-197"">dementia</span> in <span class=""gene"" id=""17350142-7-201-207"">APOE*4</span> carriers."	17350142.0	2008.0
Dementia	C0497327	WNK1	65125	0.01	Biomarker		BEFREE	"Our results demonstrate that tau is a substrate for <span class=""gene"" id=""23585562-8-52-55"">PSK</span> and suggest that this family of kinases could contribute to the development of AD pathology and <span class=""disease"" id=""23585562-8-152-160"">dementia</span>."	23585562.0	2013.0
Dementia	C0497327	LPA	4018	0.02	AlteredExpression		BEFREE	"<span class=""gene"" id=""15211075-1-0-13"">Lipoprotein(a</span>) [Lp(a)] level is a newly established vascular risk factor which has been suggested to play a role in <span class=""disease"" id=""15211075-1-116-124"">dementia</span>."	15211075.0	2004.0
Dementia	C0497327	ITM2B	9445	0.2	GeneticVariation		BEFREE	"The neuropathological examination of this patient did <span class=""negexp"">not show</span> the classical features of <span class=""gene"" id=""29480190-7-89-94"">ITM2B</span> mutation related <span class=""disease"" id=""29480190-7-112-121"">dementias</span> suggesting that the putative pathogenic mechanism does <span class=""negexp"">not involve</span> cellular mislocalization of the protein or the formation of amyloid plaques."	29480190.0	2018.0
Dementia	C0497327	IL1B	3553	0.1	GeneticVariation		BEFREE	"This study tests the hypothesis that a biallelic functional polymorphism in the promoter region (position-511) (<span class=""variant"" dbSNP=""rs16944"" genes_norm=""348;3553"">rs16944</span>) of the <span class=""gene"" id=""19013689-2-128-137"">IL-1 beta</span> gene is associated with cognitive performance in elderly males without <span class=""disease"" id=""19013689-2-209-217"">dementia</span>."	19013689.0	2010.0
Dementia	C0497327	AD16	100271718	0.01	Biomarker		BEFREE	"Thirty-seven were considered to have <span class=""gene"" id=""9152721-3-37-60"">Alzheimer's disease, 16</span> multi-infarct dementia and 33 to be free from <span class=""disease"" id=""9152721-3-107-115"">dementia</span>."	9152721.0	1997.0
Dementia	C0497327	BACE1	23621	0.1	AlteredExpression		BEFREE	"Subjects with MCI who converted to probable AD <span class=""disease"" id=""28359566-8-47-55"">dementia</span> at follow-up examinations exhibited significantly higher <span class=""gene"" id=""28359566-8-113-118"">BACE1</span> activity compared with cognitively stable MCI nonconverters and showed higher levels of <span class=""gene"" id=""28359566-8-207-212"">BACE1</span> activity than patients with AD."	28359566.0	2018.0
Dementia	C0497327	AKR1C4	1109	0.06	GeneticVariation		BEFREE	"Detecting clinical change with the <span class=""gene"" id=""27464599-0-35-38"">CDR</span>-FTLD: differences between FTLD and AD <span class=""disease"" id=""27464599-0-77-85"">dementia</span>."	27464599.0	2017.0
Dementia	C0497327	BCHE	590	0.1	AlteredExpression		BEFREE	"Furthermore, <span class=""gene"" id=""16083515-5-13-18"">BuChE</span> activity progressively increases as the severity of <span class=""disease"" id=""16083515-5-71-79"">dementia</span> advances, while AChE activity <span class=""negexp"">declines</span>."	16083515.0	2006.0
Dementia	C0497327	CSPG4	1464	0.01	Biomarker		BEFREE	"This study explored the effectiveness of the individualized Meeting Centers Support Program (iMCSP) consisting of DemenTalent (people with <span class=""disease"" id=""31692559-2-139-147"">dementia</span> work as volunteers in a society based on their talents), Dementelcoach (telephone coaching), and STAR e-Learning for caregivers, compared to regular <span class=""gene"" id=""31692559-2-297-301"">MCSP</span> and No day care support."	31692559.0	2019.0
Dementia	C0497327	GRN	2896	0.5	GeneticVariation		BEFREE	"Heterozygous mutations in <span class=""gene"" id=""22608501-4-26-29"">GRN</span> are a major cause of frontotemporal lobar degeneration with TDP-43 inclusions (FTLD-TDP), the second most common early-onset <span class=""disease"" id=""22608501-4-155-163"">dementia</span>."	22608501.0	2012.0
Dementia	C0497327	ANKK1	255239	0.01	GeneticVariation		BEFREE	"Influence of the DRD2/<span class=""gene"" id=""29564530-0-22-27"">ANKK1</span> Taq1A polymorphism on caudate volume in older adults without <span class=""disease"" id=""29564530-0-89-97"">dementia</span>."	29564530.0	2018.0
Dementia	C0497327	ARSA	410	0.13	Biomarker		BEFREE	"Survival analysis showed a correlation between age more than 75 years old (p = 0.001), <span class=""gene"" id=""30535719-8-87-90"">ASA</span> grade of 3 or higher (p = 0.009 Breslow's test), history of CVA or TIA (p = 0.038 Breslow's test), <span class=""disease"" id=""30535719-8-190-198"">dementia</span> (p = 0.002 log rank test), depression (p = 0.013 log rank test) and gender (p = 0.041, Breslow's test) and survival post-periprosthetic fracture."	30535719.0	2019.0
Dementia	C0497327	NEFL	4747	0.1	AlteredExpression		BEFREE	"Despite p-tau/Aβ&lt;sub&gt;42&lt;/sub&gt; and Aβ&lt;sub&gt;42&lt;/sub&gt;/Aβ&lt;sub&gt;40&lt;/sub&gt; levels comparable to those of the AD-<span class=""disease"" id=""29959263-6-103-111"">Dementia</span> group, mismatches had significantly lower levels of <span class=""gene"" id=""29959263-6-164-167"">NFL</span> and total tau."	29959263.0	2018.0
Dementia	C0497327	PRNP	5621	0.5	GeneticVariation		BEFREE	"GSS is defined as a neurodegenerative disease ""in family with dominantly inherited progressive ataxia and/or <span class=""disease"" id=""16903147-3-109-117"">dementia</span>): encephalo(myelo)pathy with multi-centric <span class=""gene"" id=""16903147-3-161-164"">PrP</span> plaques""."	16903147.0	2004.0
Dementia	C0497327	DYRK1A	1859	0.05	GeneticVariation		BEFREE	"We found that the APOE ε4 allele is associated with a higher risk for <span class=""disease"" id=""29698690-5-70-74"">PD-D</span>. Gene-gene interaction analysis revealed that three significant gene-gene interactions, including BDNF and CLU, APOE and CR1, and <span class=""gene"" id=""29698690-5-205-211"">DYRK1A</span> and CD2AP increase the risk for PD."	29698690.0	2018.0
Dementia	C0497327	MCIDAS	345643	0.1	Biomarker		BEFREE	"Associations between CSF cortisol and CSF norepinephrine in cognitively normal controls and patients with amnestic <span class=""gene"" id=""29446123-0-115-118"">MCI</span> and AD <span class=""disease"" id=""29446123-0-126-134"">dementia</span>."	29446123.0	2018.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"The study confirmed the positive association of the <span class=""gene"" id=""21252538-8-52-57"">ApoE4</span> polymorphism in <span class=""disease"" id=""21252538-8-74-82"">dementia</span>, both in the Alzheimer's and vascular etiology subgroups."	21252538.0	2010.0
Dementia	C0497327	SERPINI1	5274	0.14	GeneticVariation		LHGDN	Latent S49P neuroserpin forms polymers in the dementia familial encephalopathy with neuroserpin inclusion bodies.	15664988.0	2005.0
Dementia	C0497327	MCIDAS	345643	0.1	GeneticVariation		BEFREE	"The proportion of A+T+N+ patients increased with syndrome severity (from 1% in SCD to 14% in <span class=""gene"" id=""31597710-4-93-96"">MCI</span> and 35% in <span class=""disease"" id=""31597710-4-108-116"">dementia</span>), while the opposite was true for A-T-N- (from 48% to 19% and 6%)."	31597710.0	2019.0
Dementia	C0497327	PLAU	5328	0.1	Biomarker		HPO			
Dementia	C0497327	MAPT	4137	0.5	GeneticVariation		BEFREE	"<span class=""gene"" id=""26444794-0-0-4"">MAPT</span> H1 Haplotype is Associated with Late-Onset Alzheimer's Disease Risk in APOEɛ4 Noncarriers: Results from the <span class=""disease"" id=""26444794-0-113-121"">Dementia</span> Genetics Spanish Consortium."	26444794.0	2016.0
Dementia	C0497327	PRDM8	56978	0.1	Biomarker		HPO			
Dementia	C0497327	DLG4	1742	0.02	AlteredExpression		BEFREE	"The VGLUT1, <span class=""gene"" id=""29343737-5-12-17"">PSD95</span>, VIAAT, som, ChAT and synaptophysin expression levels significantly decreased as <span class=""disease"" id=""29343737-5-99-107"">dementia</span> progressed."	29343737.0	2018.0
Dementia	C0497327	AHR	196	0.01	Biomarker		BEFREE	"Polymorphism of alpha-estrogen receptor and <span class=""gene"" id=""12852830-0-44-69"">aryl hydrocarbon receptor</span> genes in <span class=""disease"" id=""12852830-0-79-87"">dementia</span> patients in Shanghai suburb."	12852830.0	2003.0
Dementia	C0497327	MCIDAS	345643	0.1	Biomarker		BEFREE	"Physical inactivity and executive dysfunction were associated with physical decline in this sample, which included participants with <span class=""gene"" id=""29798680-9-133-136"">MCI</span> and <span class=""disease"" id=""29798680-9-141-149"">dementia</span>."	29798680.0	2019.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"All models were adjusted for age, sex, <span class=""gene"" id=""31424394-7-39-43"">APOE</span> status, education, and family history of <span class=""disease"" id=""31424394-7-85-93"">dementia</span>."	31424394.0	2019.0
Dementia	C0497327	GBE1	2632	0.1	Biomarker		HPO			
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"A population-based sample of 532 (of a total population of 601) elderly Finnish individuals, aged 85 years or more, were clinically tested for <span class=""disease"" id=""11425935-3-143-151"">dementia</span> in 1991 (with follow-up studies of the survivors in 1994, 1996, and 1999) and genotyped for <span class=""gene"" id=""11425935-3-244-248"">APOE</span>."	11425935.0	2001.0
Dementia	C0497327	PSG2	5670	0.01	Biomarker		BEFREE	"We searched the databases PubMed, MODEM, <span class=""gene"" id=""29039976-2-41-44"">CEA</span> and NHS for publications on the cost-consequence, -effectiveness, -utility or -benefit analysis of (hypothetical) interventions to reduce the risk of developing <span class=""disease"" id=""29039976-2-206-214"">dementia</span> for persons without dementia, and described the study characteristics."	29039976.0	2019.0
Dementia	C0497327	SLC6A4	6532	0.05	GeneticVariation		LHGDN	Association study to evaluate the serotonin transporter and apolipoprotein E genes in frontotemporal lobar degeneration in Italy.	19020798.0	2008.0
Dementia	C0497327	LAMC2	3918	0.1	Biomarker		BEFREE	"A diagnosis of <span class=""disease"" id=""31802055-2-15-23"">dementia</span> is currently made in terms of probability and is based on clinical evaluation (neuropsycological tests) as well as on the results of morphological imaging investigations (MRI) that can be supported by biohumoral (<span class=""gene"" id=""31802055-2-237-240"">CSF</span> analysis), and functional imaging only in the case of uncertain diagnosis of disease."	31802055.0	2020.0
Dementia	C0497327	SNCA	6622	0.2	Biomarker		BEFREE	"Abnormal accumulation of <span class=""gene"" id=""28645308-1-25-40"">alpha-synuclein</span> (αsyn) is a pathological hallmark of Lewy body related disorders such as Parkinson's disease and <span class=""disease"" id=""28645308-1-138-146"">Dementia</span> with Lewy body disease."	28645308.0	2017.0
Dementia	C0497327	APOE	348	0.2	AlteredExpression		BEFREE	"In T-homozygotes who do not carry the <span class=""gene"" id=""27380243-9-38-42"">ApoE</span>-ε4 allele, the relationship between low plasma <span class=""gene"" id=""27380243-9-90-94"">ApoE</span> levels and an increased risk of <span class=""disease"" id=""27380243-9-127-135"">dementia</span> is likely obscured by the presence of elevated plasma homocysteine."	27380243.0	2016.0
Dementia	C0497327	MTHFR	4524	0.07	GeneticVariation		BEFREE	"Paraoxonase, ACE, and <span class=""gene"" id=""11328206-5-22-27"">MTHFR</span> polymorphisms were <span class=""negexp"">not associated</span> with VD or LOAD; these common polymorphisms might have a marginal role in the pathogenesis of <span class=""disease"" id=""11328206-5-156-164"">dementia</span> in older subjects."	11328206.0	2001.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"The pathogenic role of <span class=""gene"" id=""21105952-9-23-29"">ApoE-4</span> is still to be clarified; however, diverse evidence suggests that <span class=""gene"" id=""21105952-9-96-100"">ApoE</span> may play pleiotropic functions in <span class=""disease"" id=""21105952-9-135-143"">dementia</span> and central nervous system disorders."	21105952.0	2010.0
Dementia	C0497327	MCIDAS	345643	0.1	GeneticVariation		BEFREE	"Diagnosis of <span class=""disease"" id=""31744965-8-13-21"">dementia</span> at follow-up (obtained using clinical diagnostic criteria) constituted the reference standard, and all the included aMCI patients were divided into two groups: the aMCI converters (<span class=""gene"" id=""31744965-8-203-206"">MCI</span>-C) and <span class=""gene"" id=""31744965-8-214-217"">MCI</span> nonconverters (<span class=""gene"" id=""31744965-8-233-236"">MCI</span>-NC)."	31744965.0	2020.0
Dementia	C0497327	DNM1L	10059	0.1	Biomarker		HPO			
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Multivariate regression showed independent negative associations of cerebral tau neurofibrillary tangles score with the interval between onset of motor and <span class=""disease"" id=""27979356-9-156-164"">dementia</span> symptoms (β -4·0, 95% CI -5·5 to -2·6; p&lt;0·0001; R&lt;sup&gt;2&lt;/sup&gt; 0·22, p&lt;0·0001) and with survival (-2·0, -3·2 to -0·8; 0·003; 0·15, &lt;0·0001) in models that included age at death, sex, cerebral neuritic plaque scores, cerebral α-synuclein scores, presence of cerebrovascular disease, MAPT haplotype, and <span class=""gene"" id=""27979356-9-467-471"">APOE</span> genotype as covariates."	27979356.0	2017.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Multivariate logistic regression analysis showed that variability on the <span class=""gene"" id=""27705964-4-73-77"">APOE</span> locus influenced the relative risk of <span class=""disease"" id=""27705964-4-116-124"">dementia</span> in the study population."	27705964.0	2016.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"To investigate whether the <span class=""gene"" id=""11060506-1-27-33"">APOE*4</span> allele modified the relationship between cerebrovascular events and Alzheimer's disease (AD), we collected evidence of previous stroke or transient ischemic attack (TIA) and determined <span class=""gene"" id=""11060506-1-219-223"">APOE</span> genotype among 102 subjects with AD and 375 nondemented subjects in a community-based study of <span class=""disease"" id=""11060506-1-319-327"">dementia</span>."	11060506.0	2000.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Alzheimer's disease (AD) is the most common form of <span class=""disease"" id=""28634550-1-52-60"">dementia</span> in the elderly; important risk factors are old age and inheritance of the apolipoprotein E4 (<span class=""gene"" id=""28634550-1-154-159"">APOE4</span>) allele."	28634550.0	2017.0
Dementia	C0497327	IL1B	3553	0.1	GeneticVariation		BEFREE	"These data do <span class=""negexp"">not support</span> the hypothesis that the <span class=""gene"" id=""16297587-5-50-59"">IL-1-beta</span>-511 and IL-6-174 polymorphisms affect <span class=""disease"" id=""16297587-5-98-106"">dementia</span> or AD risk."	16297587.0	2006.0
Dementia	C0497327	APP	351	0.7	GeneticVariation		BEFREE	"We screened 37 AD, 8 mild cognitive impairment (MCI), 3 AD and CVD (cerebrovascular disease), 3 MCI and CVD, 8 frontotemporal dementia (FTD) and 2 progressive supranuclear palsy (PSP) patients, and 28 normal controls (NCs).We sequenced PSEN1, PSEN2 and <span class=""gene"" id=""26159191-3-253-256"">APP</span> (EOAD risk factors), as well as MAPT, GRN and TARDBP for all cases and NCs, and analysed the APOE, CLU, CR1 and PICALM genotypes as well as the MAPT and ACE haplotypes (LOAD risk factors) for the AD (n = 37) and AD + MCI (n = 45) cases and NCs (n = 28).We identified variants in PSEN1, PSEN2 and TARDBP across a range of phenotypes (AD, AD and CVD, FTD and PSP), suggesting that screening of all known candidate genes of Alzheimer's and non-Alzheimer's forms of <span class=""disease"" id=""26159191-3-719-728"">dementias</span> in all <span class=""disease"" id=""26159191-3-736-744"">dementia</span> cases might be warranted."	26159191.0	2015.0
Dementia	C0497327	BCHE	590	0.1	Biomarker		BEFREE	"Sex Differences in the Prevalent Use of Oral Formulations of <span class=""gene"" id=""31309528-0-61-75"">Cholinesterase</span> Inhibitors in Older Adults with <span class=""disease"" id=""31309528-0-108-116"">Dementia</span>."	31309528.0	2019.0
Dementia	C0497327	APP	351	0.7	Biomarker		HPO			
Dementia	C0497327	APP	351	0.7	GeneticVariation		BEFREE	"The Arctic <span class=""gene"" id=""19329229-1-11-14"">APP</span> mutation (<span class=""variant"" dbSNP=""rs63751039"" genes_norm=""351"">E693G</span>) leads to <span class=""disease"" id=""19329229-1-41-49"">dementia</span> with clinical features similar to Alzheimer disease (AD), but little is known about the pathogenic mechanism of this mutation."	19329229.0	2011.0
Dementia	C0497327	EIF4G1	1981	0.11	Biomarker		HPO			
Dementia	C0497327	MCIDAS	345643	0.1	Biomarker		BEFREE	"Cognitive function was assessed using two computer-based questionnaires (touch panel-type <span class=""disease"" id=""28345266-8-90-98"">dementia</span> assessment scale [TDAS] and mild cognitive impairment [<span class=""gene"" id=""28345266-8-154-157"">MCI</span>] screen)."	28345266.0	2017.0
Dementia	C0497327	PRNP	5621	0.5	GeneticVariation		BEFREE	"Octapeptide repeat insertions in the <span class=""gene"" id=""15258222-0-37-50"">prion protein</span> gene and early onset <span class=""disease"" id=""15258222-0-72-80"">dementia</span>."	15258222.0	2004.0
Dementia	C0497327	C9orf72	203228	0.2	Biomarker		BEFREE	"Patients classified as <span class=""disease"" id=""31702465-8-23-27"">dALS</span> (having a positive family history of <span class=""disease"" id=""31702465-8-65-73"">dementia</span> of any type in a 1&lt;sup&gt;st&lt;/sup&gt; or 2&lt;sup&gt;nd&lt;/sup&gt; degree relative) are eligible for <span class=""gene"" id=""31702465-8-158-165"">C9orf72</span> testing only.&lt;b&gt;Results:&lt;/b&gt; Currently, 29.5% (34/115) of US NEALS clinics have participated in the program."	31702465.0	2019.0
Dementia	C0497327	ACHE	43	0.1	AlteredExpression		BEFREE	"The main objective was to investigate the <span class=""gene"" id=""14512714-1-42-62"">acetylcholinesterase</span> E (AChE) activity in the cerebrospinal fluid (CSF) of patients with three common <span class=""disease"" id=""14512714-1-144-162"">dementia disorders</span>."	14512714.0	2003.0
Dementia	C0497327	PSEN1	5663	0.2	GeneticVariation		LHGDN	Ataxic variant of Alzheimer's disease caused by Pro117Ala PSEN1 mutation.	18024701.0	2007.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		LHGDN	"Our results indicate that the PON2*S and <span class=""gene"" id=""11803456-6-41-46"">apoE4</span> alleles have interactive effect on the development of the two most common forms of <span class=""disease"" id=""11803456-6-130-139"">dementias</span> AD and VD, and further support the hypothesis that cardiovascular factors contribute to the development of AD."	11803456.0	2002.0
Dementia	C0497327	ACHE	43	0.1	Biomarker		BEFREE	"<span class=""gene"" id=""29734182-1-0-20"">Acetylcholinesterase</span> inhibitors (AChEIs) and memantine are commonly used in the management of <span class=""disease"" id=""29734182-1-94-102"">dementia</span>."	29734182.0	2018.0
Dementia	C0497327	SPAST	6683	0.16	GeneticVariation		BEFREE	"Subtle cognitive impairment but no <span class=""disease"" id=""12925368-0-35-43"">dementia</span> in patients with <span class=""gene"" id=""12925368-0-61-68"">spastin</span> mutations."	12925368.0	2003.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"The results partially support studies of older adults that suggest that increased cognitive asymmetries reflect risk for <span class=""disease"" id=""18235080-11-121-129"">dementia</span> and are associated with the <span class=""gene"" id=""18235080-11-158-162"">APOE</span>-epsilon 4 genotype."	18235080.0	2008.0
Dementia	C0497327	CCL11	6356	0.01	GeneticVariation		BEFREE	"&lt;b&gt;Background&lt;/b&gt;: High blood levels of the chemokine <span class=""gene"" id=""29249965-1-54-63"">eotaxin-1</span> (<span class=""gene"" id=""29249965-1-65-70"">CCL11</span>) have recently been associated with aging and <span class=""disease"" id=""29249965-1-117-125"">dementia</span>, as well as impaired memory and learning in humans."	29249965.0	2017.0
Dementia	C0497327	FANCD2	2177	0.01	GeneticVariation		BEFREE	"Lifetime risk of <span class=""disease"" id=""2314579-7-17-25"">dementia</span> in early-onset <span class=""gene"" id=""2314579-7-41-44"">FAD</span> kindreds is consistent with an autosomal dominant inheritance model."	2314579.0	1990.0
Dementia	C0497327	MAPT	4137	0.5	Biomarker		BEFREE	"Alzheimer's disease (AD) is the most common form of <span class=""disease"" id=""30123109-1-52-60"">dementia</span> and is distinguished from other dementias by observation of extracellular Amyloid-β (Aβ) plaques and intracellular neurofibrillary tangles, comprised of fibrils of Aβ and <span class=""gene"" id=""30123109-1-232-235"">tau</span> protein, respectively."	30123109.0	2018.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"We conclude that <span class=""gene"" id=""17250929-8-17-21"">APOE</span> is influencing the risk of <span class=""disease"" id=""17250929-8-49-57"">dementia</span> in persons with DS."	17250929.0	2008.0
Dementia	C0497327	TARDBP	23435	0.1	Biomarker		BEFREE	"The multiple roles played by RNA binding proteins in neurodegeneration have become apparent following the discovery of <span class=""gene"" id=""27015757-1-119-145"">TAR DNA binding protein 43</span> kDa (<span class=""gene"" id=""27015757-1-151-157"">TDP-43</span>) and fused in sarcoma/translocated in liposarcoma (FUS/TLS) involvement in amyotrophic lateral sclerosis and frontotemporal lobar <span class=""disease"" id=""27015757-1-288-296"">dementia</span>."	27015757.0	2016.0
Dementia	C0497327	IL6	3569	0.1	Biomarker		BEFREE	"In brain infarction and <span class=""disease"" id=""30863888-3-24-32"">dementia</span>, it was possible to identify incipient patients with high sensitivity and specificity by measuring protein-conjugated acrolein (PC-Acro) in plasma together with <span class=""gene"" id=""30863888-3-194-198"">IL-6</span> and CRP in brain infarction and Aβ&lt;sub&gt;40/42&lt;/sub&gt; in <span class=""disease"" id=""30863888-3-253-261"">dementia</span>."	30863888.0	2020.0
Dementia	C0497327	EBP	10682	0.02	Biomarker		BEFREE	"In contrast, examination of LTRs derived from patients lacking clinically evident <span class=""disease"" id=""15142383-9-82-90"">dementia</span> revealed that only 53% of brain-derived LTRs contained C/<span class=""gene"" id=""15142383-9-148-151"">EBP</span> site I configurations that displayed a high relative affinity for Vpr, while 47% of LTRs contained C/EBP site I configurations that exhibited a low relative affinity Vpr binding phenotype."	15142383.0	2004.0
Dementia	C0497327	AKR1C4	1109	0.06	GeneticVariation		BEFREE	"More falls (3 in the placebo group vs 11 in the TPI-287 group) and a dose-related worsening of <span class=""disease"" id=""31710340-12-95-103"">dementia</span> symptoms (mean [SD] in the <span class=""gene"" id=""31710340-12-131-134"">CDR</span> plus NACC FTLD-SB [Clinical <span class=""disease"" id=""31710340-12-163-171"">Dementia</span> Rating scale sum of boxes with frontotemporal dementia measures], 0.5 [1.8] in the placebo group vs 0.7 [1.6] in the TPI-287 group; median difference, 1.5 [95% CI, 0-2.5]; P = .03) were seen in patients with 4RT."	31710340.0	2019.0
Dementia	C0497327	ACHE	43	0.1	Biomarker		BEFREE	"The co-administration of an anticholinergic with an <span class=""gene"" id=""31476160-4-52-56"">AChE</span> inhibitor is a rational strategy for improving efficacy in the symptomatic treatment of <span class=""disease"" id=""31476160-4-145-153"">dementia</span>, but there are significant long-term risks that have <span class=""negexp"">not yet been</span> considered."	31476160.0	2019.0
Dementia	C0497327	APP	351	0.7	GeneticVariation		BEFREE	"Even though the idea that amyloid beta peptide accumulation is the primary event in the pathogenesis of Alzheimer's disease has become the leading hypothesis, the causal link between aberrant <span class=""gene"" id=""16125396-1-192-217"">amyloid precursor protein</span> processing and tau alterations in this type of <span class=""disease"" id=""16125396-1-265-273"">dementia</span> remains controversial."	16125396.0	2005.0
Dementia	C0497327	GRN	2896	0.5	Biomarker		BEFREE	"Both patients were examined by neuroimaging, neuropsychological assessment and genetic analysis of <span class=""gene"" id=""27997711-4-99-102"">GRN</span> and other genes associated with <span class=""disease"" id=""27997711-4-135-143"">dementia</span>."	27997711.0	2018.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"<span class=""gene"" id=""20880354-8-0-4"">APOE</span> genotype had a non-significant effect on the presence of <span class=""disease"" id=""20880354-8-62-70"">dementia</span> after adjusting for AD pathology."	20880354.0	2011.0
Dementia	C0497327	CGA	1081	0.01	Biomarker		BEFREE	"All residents in Jia-Li Veterans Home received comprehensive intervention, including Multi-disciplinary team consultation and intervention, Multi-component non-pharmacological management, geriatric syndromes survey and intervention by <span class=""gene"" id=""28436184-3-235-238"">CGA</span>, and a <span class=""disease"" id=""28436184-3-246-254"">dementia</span> friendly medical Green channel Approach (2MCGA)."	28436184.0	2017.0
Dementia	C0497327	SNCB	6620	0.17	AlteredExpression		BEFREE	"Our findings provide new insights into the pathogenesis of <span class=""disease"" id=""21683963-9-59-67"">dementia</span> in PD, indicating that differential <span class=""gene"" id=""21683963-9-104-106"">BS</span> and AS expression in the caudate nucleus may represent one of the molecular mechanisms involved in these complex diseases."	21683963.0	2011.0
Dementia	C0497327	EIF4G2	1982	0.01	Biomarker		BEFREE	"The combination of late-onset muscular dystrophy, rimmed vacuoles and inclusion bodies in the muscle biopsy, and Paget's disease of bone suggests a mutation in the Valosin-containing protein gene (VCP, <span class=""gene"" id=""20116073-2-202-205"">p97</span> or CDC48) even without <span class=""disease"" id=""20116073-2-229-237"">dementia</span>."	20116073.0	2010.0
Dementia	C0497327	VCP	7415	0.2	Biomarker		HPO			
Dementia	C0497327	ABCD1	215	0.12	GeneticVariation		BEFREE	"<span class=""disease"" id=""23962690-0-0-8"">Dementia</span> from the <span class=""gene"" id=""23962690-0-18-23"">ABCD1</span> mutation <span class=""variant"" dbSNP=""NA"" genes_norm=""NA"">c.1415-1416delAG</span> in a female carrier."	23962690.0	2013.0
Dementia	C0497327	FZD4	8322	0.01	Biomarker		BEFREE	"Due to the presence of <span class=""gene"" id=""29538413-9-23-27"">GPCR</span>-AABs in <span class=""disease"" id=""29538413-9-36-44"">dementia</span> patients mainly in those suffering from Alzheimer's and vascular dementia, the orchestra of immune players in these dementia forms, so far preferentially represented by the classic autoantibodies, should be supplemented by functional autoantibodies."	29538413.0	2018.0
Dementia	C0497327	COPD	260431	0.05	Biomarker		BEFREE	"In the models for patients staying in the ICU 24 hours or more, cirrhosis, NYHA class IV, and severe <span class=""gene"" id=""28631455-7-101-105"">COPD</span> were constant independent predictors of death (adjusted odds ratios [ORs] range 1.67-1.97, 1.54-1.91, and 1.34-1.50, respectively), while <span class=""disease"" id=""28631455-7-244-252"">dementia</span> was statistically significant in four out of five models (adjusted ORs 1.23-1.28)."	28631455.0	2017.0
Dementia	C0497327	FASTKD2	22868	0.01	Biomarker		BEFREE	"These findings nominate <span class=""gene"" id=""25385369-6-24-31"">FASTKD2</span> as a target for modulating neurodegeneration and suggest potential mechanisms for therapies to combat memory loss in normal cognitive aging and <span class=""disease"" id=""25385369-6-176-184"">dementia</span>."	25385369.0	2015.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"In the Cardiovascular Health Cognition Study, consumption of fatty fish was associated with a reduced risk of <span class=""disease"" id=""16275829-8-110-118"">dementia</span> and Alzheimer disease for those without the <span class=""gene"" id=""16275829-8-163-167"">APOE</span> epsilon4 allele."	16275829.0	2005.0
